	Imax	E	PIL	Mt	TsM	TsW	NbxM	NbxW	MeanD	Etrim	Emonth	Eday_of_week	Ehour	class
0	0,0022921441967076474	0,27586388085148295	0,16767173571054012	0,0006972546140470696	0,0003728094530100102	0,00037280945301001035	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
1	0,0022921441967076474	0,6979191724965724	0,16767173571054012	0,00010721723766255603	0,002322768258516039	0,00232276825851604	0,015463917525773196	0,015463917525773198	0,3041095890410959	0,6785234475208677	0,441490212864603	0,6138026209596035	0,4773443583449404	0
2	0,004792665138570535	0,2947940910684279	0,16767173571054012	0,0006233498079088059	0,0003855437314492052	0,0003855437314492053	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
3	0,0010418837257762034	0,38390942067873407	0,16767173571054012	0,0001369123044380386	0,00021354129450289533	0,00021354129450289539	0,010309278350515465	0,010309278350515465	0,0018264840182648401	0,0	0,0	0,13811466690275986	0,10740953980882732	0
4	0,009793707022296311	0,6863012616092696	0,16767173571054012	0,00034905067160786345	0,007160323345928429	0,007160323345928431	0,05154639175257732	0,05154639175257733	0,13399750933997506	0,7890645531825364	0,8136536677280719	0,734280927968119	0,7241911206211972	0
5	0,002083767451552407	0,31149171985175717	0,16767173571054012	0,0005634562840380602	0,00039673554799294844	0,0003967355479929485	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
6	0,0018753907063971662	0,5931491418756767	0,16767173571054012	6,269044010723382e-05	0,0006365345659253952	0,0006365345659253954	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
7	0,004792665138570535	0,6421391457806808	0,16767173571054012	0,0002653513931028913	0,002996573008380374	0,002996573008380375	0,015463917525773196	0,015463917525773198	0,42191780821917807	0,5793601806935833	0,49410836269294167	0,6869574890259186	0,5342357145635417	0
8	0,007293186080433423	0,3399399998765209	0,16767173571054012	0,0008233922143747823	0,0006903772474387237	0,0006903772474387241	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
9	0,005001041883725776	0,38390942067873407	0,16767173571054012	0,000567102342620686	0,0006720470607276573	0,0006720470607276574	0,005154639175257732	0,005154639175257733	0,3589041095890411	0,41952368506141535	0,2729686080801367	0,3795075002730964	0,0	0
10	0,0022921441967076474	0,47526621488977233	0,16767173571054012	0,0005179085983597221	0,0015016404620326231	0,0015016404620326236	0,005154639175257732	0,005154639175257733	0,030136986301369864	0,0	0,2805091880499336	0,38999114773378485	0,0	0
11	0,014794748906022087	0,4231530253748128	0,16767173571054012	0,0013429236472972757	0,0029076482865472357	0,0029076482865472352	0,015463917525773196	0,015463917525773198	0,30684931506849317	0,8193208864005522	0,5331019198570444	0,7411701236222025	0,29741620431968224	0
12	0,0022921441967076474	0,19652939404561862	0,16767173571054012	0,0005023146862678776	0,0001531700533390497	0,00015317005333904973	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
13	0,004792665138570535	0,4535221893799774	0,16767173571054012	0,0010817813744743365	0,003272279104390664	0,0032722791043906644	0,015463917525773196	0,015463917525773198	0,13835616438356166	0,42503595725468074	0,5366514984896225	0,6093034618119495	0,5802338483094336	0
14	0,003959158157949573	0,535287960736932	0,16767173571054012	9,947569677581846e-05	0,0005417269661654167	0,0005417269661654168	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
15	0,0022921441967076474	0,09826469702280931	0,16767173571054012	0,0029255413134898003	0,0004157472876345635	0,0004157472876345637	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
16	0,004792665138570535	0,4596515756814225	0,16767173571054012	0,000697991839079161	0,0034418064280628763	0,0034418064280628768	0,025773195876288665	0,025773195876288665	0,3178082191780822	0,8504848501221812	0,7108337993202838	0,8591957426948176	0,5397711482349942	0
17	0,007293186080433423	0,3042073827773175	0,16767173571054012	0,0008842941411612122	0,0007379783389565033	0,0007379783389565035	0,005154639175257732	0,005154639175257733	0,35342465753424657	0,4294958155058428	0,2794571060218213	0,38852844100212314	0,3021522767025206	0
18	0,009793707022296311	0,09826469702280931	0,16767173571054012	0,0009142632128956044	0,00012992551128665996	0,00012992551128666	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
19	0,007293186080433423	0,6478659481521172	0,16767173571054012	4,9600420025948714e-05	0,0009668725100001747	0,0009668725100001751	0,005154639175257732	0,005154639175257733	0,0273972602739726	0,0	0,28107075441766133	0,39077189190049594	0,3038969721355377	0
20	0,007293186080433423	0,09826469702280931	0,16767173571054012	0,001883049024903702	0,0002675992032574499	0,00026759920325744997	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
21	0,007293186080433423	0,40165329768745595	0,16767173571054012	0,0006687927312704033	0,0008858753248855203	0,0008858753248855207	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
22	0,010210460512606793	0,0	0,16767173571054012	0,010402205136230773	0,0007339248925800839	0,0007339248925800839	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
23	0,005001041883725776	0,5939505568252097	0,16767173571054012	8,766603653595462e-05	0,0007440047017108266	0,0007440047017108266	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
24	0,004792665138570535	0,15574585992587858	0,16767173571054012	0,002110226521205757	0,00045502625915827766	0,00045502625915827777	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
25	0,009793707022296311	0,47059115497203097	0,16767173571054012	0,00023191253683800618	0,0006183119928349416	0,0006183119928349416	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
26	0,004792665138570535	0,39305878809123723	0,16767173571054012	0,0006959203970052957	0,0008639938886942277	0,0008639938886942277	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
27	0,009793707022296311	0,0	0,16767173571054012	0,01022551152799584	0,0007213699701752437	0,0007213699701752437	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0
28	0,004792665138570535	0,33589780446769557	0,16767173571054012	0,0006577209217011723	0,0006128236981836828	0,0006128236981836829	0,010309278350515465	0,010309278350515465	0,46757990867579907	0,63046164727338	0,4102181698726521	0,5703251861447403	0,443532661366946	0
29	0,005001041883725776	0,8101663073690124	0,16767173571054012	0,00011912233866963302	0,00842123213864996	0,00842123213864996	0,04639175257731959	0,046391752577319596	0,15835616438356165	0,6896960144125762	0,7215125660381946	0,32799518883216383	0,7008901648841873	0
