	Imax	E	PIL	Mt	TsW	NbxW	MeanD	Eday_of_week	class
0	0,019795790789747865	0,520590385143501	0,16767173571054012	0,0008196022645169896	0,004366817239644628	0,01970443349753695	0,18739726027397263	0,7381079108115997	0
1	0,0014586372160866848	0,28990643935746596	0,16767173571054012	0,0007128956043678659	0,00043644497399911435	0,0	0,0	0,0	0
2	0,005001041883725776	0,3836250527961432	0,16767173571054012	0,0006065787633288598	0,0008107251464908345	0,0	0,0	0,0	0
3	0,005001041883725776	0,6110357491276527	0,16767173571054012	0,0007570396899955363	0,0074816576170785975	0,044334975369458136	0,19232876712328767	0,6896776424245358	0
4	0,003959158157949573	0,41362171761562566	0,16767173571054012	0,0009016074244042945	0,001998277321161228	0,014778325123152709	0,2589041095890411	0,7587891304370435	0
5	0,009793707022296311	0,5131484106582521	0,16767173571054012	0,0005139847967035882	0,004287003804356716	0,039408866995073885	0,17838660578386606	0,49344029022605285	0
6	0,007293186080433423	0,6088889930062923	0,16767173571054012	0,00014879353295212157	0,001535431138905079	0,0049261083743842365	0,14794520547945206	0,39074436608869806	0
7	0,009793707022296311	0,48809916997283387	0,16767173571054012	0,0009000500567167065	0,0035856140964086033	0,01970443349753695	0,2093150684931507	0,7430254280240842	0
8	0,0004167534903104813	0,15316361169972514	0,16767173571054012	0,00325284518779165	0,0006985917538121766	0,0	0,0	0,0	0
9	0,009793707022296311	0,49162941255676756	0,16767173571054012	0,0005580548379749309	0,001514625838919915	0,009852216748768475	0,39086757990867577	0,2867119577674154	0
10	0,0022921441967076474	0,35412050106711584	0,16767173571054012	0,0003326527624422951	0,00039332778334020613	0,0	0,0	0,0	0
11	0,0035424046676390914	0,19327095957164397	0,16767173571054012	0,001195206049989146	0,00035010297906068515	0,0	0,0	0,0	0
12	0,014794748906022087	0,6313270488353128	0,16767173571054012	0,00016406748480100124	0,0016417892672775105	0,0049261083743842365	0,5095890410958904	0,3866237287688476	0
13	0,004792665138570535	0,43501709440837266	0,16767173571054012	0,0006367070032932324	0,001200214710695847	0,0049261083743842365	0,28493150684931506	0,09766944359192067	0
14	0,00020837674515524068	0,4029627031852724	0,16767173571054012	0,00011987118755493631	0,00023653473810718835	0,0049261083743842365	0,4575342465753425	0,19670446026100383	0
15	0,0014586372160866848	0,4542292473668983	0,16767173571054012	0,0001878777311298022	0,00047192159759450544	0,0	0,0	0,0	0
16	0,0018753907063971662	0,2942443530630302	0,16767173571054012	0,002513289883533671	0,0045841608820758484	0,029556650246305417	0,21135029354207435	0,35807561708217	0
17	0,02062929777036883	0,42033040956692663	0,16767173571054012	0,00099095482372453	0,0017287052015258748	0,0049261083743842365	0,136986301369863	0,3236553540626859	0
18	0,0031256511773286103	0,4430700510571911	0,16767173571054012	0,0007248644928304466	0,00135055093869209	0,0049261083743842365	0,04657534246575343	0,3403876568836071	0
19	0,007293186080433423	0,810868532957347	0,16767173571054012	0,00015549947889868657	0,009902282527938648	0,06403940886699508	0,1385518590998043	0,8763236194076562	0
20	0,009793707022296311	0,6404593099739729	0,16767173571054012	0,00025749460090115266	0,0030912729945197395	0,01970443349753695	0,22027397260273973	0,09086775356654465	0
21	0,004792665138570535	0,4029627031852724	0,16767173571054012	0,0008272345991887798	0,001141242446599969	0,0049261083743842365	0,23287671232876714	0,38737377596535744	0
22	0,004792665138570535	0,24979909148554713	0,16767173571054012	0,0008437540492285217	0,0003805217624872692	0,0	0,0	0,0	0
23	0,004792665138570535	0,3464345712713691	0,16767173571054012	0,000282920122709504	0,0002932471161701948	0,009852216748768475	0,4146118721461188	0,3589267656702466	0
24	0,009793707022296311	0,37754424717734497	0,16767173571054012	0,0015788331154112166	0,001750371410475942	0,0049261083743842365	0,7972602739726028	0,28217411702755074	0
25	0,0010418837257762034	0,481610750208388	0,16767173571054012	0,0005198769600560769	0,0013802522979812547	0,009852216748768475	0,49680365296803664	0,0	0
26	0,004792665138570535	0,3210161152634418	0,16767173571054012	0,0007363075074589944	0,0005647921521834518	0,0049261083743842365	0,21643835616438356	0,3795075002730964	0
