	Imax	E	PIL	Mt	TsW	NbxW	MeanD	Eday_of_week	class
0	96	5,387155797201103	2,5669999999999997	17,684927536231886	23,023773584905662	0,09433962264150944	34,2	1,888411465540201	0
1	8	3,0	2,5669999999999997	15,57125	2,350377358490566	0,018867924528301886	0,0	0,0	0
2	25	3,969815782426811	2,5669999999999997	13,465294117647057	4,319056603773585	0,018867924528301886	0,0	0,0	0
3	25	6,323099450449479	2,5669999999999997	16,445669291338582	39,40754716981132	0,18867924528301888	35,1	1,7645050925536845	0
4	20	4,2802262536736615	2,5669999999999997	19,309310344827587	10,565471698113207	0,07547169811320754	47,25	1,941323311748569	0
5	48	5,3101450088059625	2,5669999999999997	11,631165048543687	22,603962264150944	0,16981132075471694	32,55555555555556	1,2624418299456583	0
6	36	6,300884461440075	2,5669999999999997	4,3973469387755095	8,130943396226415	0,03773584905660377	27,0	0,9996995428565172	0
7	48	5,050931304471528	2,5669999999999997	19,27846153846154	18,914716981132077	0,09433962264150944	38,2	1,9009926826630956	0
8	3	1,584962500721156	2,5669999999999997	65,88333333333334	3,729245283018868	0,018867924528301886	0,0	0,0	0
9	48	5,087462841250338	2,5669999999999997	12,504117647058823	8,021509433962263	0,05660377358490566	71,33333333333333	0,7335379291086666	0
10	12	3,6644977792004623	2,5669999999999997	8,039285714285715	2,123584905660377	0,018867924528301886	0,0	0,0	0
11	18	2,0	2,5669999999999997	25,125	1,8962264150943395	0,018867924528301886	0,0	0,0	0
12	72	6,533077191053993	2,5669999999999997	4,699897959183673	8,690377358490567	0,03773584905660377	93,0	0,9891571023188156	0
13	24	4,501629167387823	2,5669999999999997	14,062083333333335	6,367735849056604	0,03773584905660377	52,0	0,2498822928331855	0
14	2	4,169925001442313	2,5669999999999997	3,824444444444445	1,298867924528302	0,03773584905660377	83,5	0,5032583347756457	0
15	8	4,700439718141092	2,5669999999999997	5,171538461538462	2,5369811320754714	0,018867924528301886	0,0	0,0	0
16	10	3,044889451733241	2,5669999999999997	51,23400000000001	24,166981132075477	0,1320754716981132	38,57142857142857	0,9161182137782959	0
17	100	4,349648912578752	2,5669999999999997	21,07913043478261	9,14754716981132	0,03773584905660377	25,0	0,828055725379504	0
18	16	4,584962500721156	2,5669999999999997	15,808333333333335	7,158490566037736	0,03773584905660377	8,5	0,8708644692353646	0
19	36	8,391002298063974	2,5669999999999997	4,5301803278688535	52,13981132075472	0,2641509433962264	25,285714285714285	2,2420293105834284	0
20	48	6,627579346565617	2,5669999999999997	6,5505303030303015	16,31452830188679	0,09433962264150944	40,2	0,2324805156122271	0
21	24	4,169925001442313	2,5669999999999997	17,83611111111111	6,05754716981132	0,03773584905660377	42,5	0,9910760598382222	0
22	24	2,5849625007211556	2,5669999999999997	18,163333333333327	2,0562264150943395	0,018867924528301886	0,0	0,0	0
23	24	3,584962500721156	2,5669999999999997	7,054166666666667	1,5971698113207549	0,05660377358490566	75,66666666666667	0,9182958340544896	0
24	48	3,9068905956085183	2,5669999999999997	32,724000000000004	9,261509433962264	0,03773584905660377	145,5	0,7219280948873623	0
25	6	4,983788058752395	2,5669999999999997	11,747878787878788	7,314716981132076	0,05660377358490566	90,66666666666669	0,0	0
26	24	3,3219280948873617	2,5669999999999997	16,035	3,0254716981132077	0,03773584905660377	39,5	0,9709505944546686	0
27	24	1,584962500721156	2,5669999999999997	6,68	0,3781132075471698	0,018867924528301886	0,0	0,0	0
28	6	4,735926350629031	2,5669999999999997	6,275714285714286	3,3154716981132073	0,018867924528301886	0,0	0,0	0
29	16	3,459431618637298	2,5669999999999997	13,994545454545454	2,9045283018867925	0,018867924528301886	0,0	0,0	0
30	24	4,169925001442313	2,5669999999999997	16,03333333333333	5,445283018867924	0,03773584905660377	0,0	0,0	0
31	36	3,7359263506290334	2,5669999999999997	35,82357142857144	18,92566037735849	0,09433962264150944	53,2	1,0270582666007906	0
32	18	6,58913917629654	2,5669999999999997	5,619801324503312	16,0111320754717	0,11320754716981132	39,333333333333336	1,510234941774	0
33	24	4,677687812691548	2,5669999999999997	15,276031746031745	18,15830188679245	0,11320754716981132	58,0	2,1982085110890583	0
34	12	3,169925001442312	2,5669999999999997	13,875555555555556	2,35622641509434	0,018867924528301886	0,0	0,0	0
35	24	4,807354922057602	2,5669999999999997	14,895	7,869056603773585	0,07547169811320754	63,25	1,2974288158134883	0
36	16	4,0588138903312005	2,5669999999999997	18,358333333333334	6,2349056603773585	0,03773584905660377	54,0	0,7642045065086203	0
37	48	5,852014235571391	2,5669999999999997	16,763465346534655	31,945471698113213	0,1509433962264151	24,25	1,9529651510542965	0
38	100	6,652448756449977	2,5669999999999997	5,731415094339623	11,462830188679245	0,05660377358490566	86,33333333333331	0,0	0
39	48	2,3219280948873617	2,5669999999999997	32,64	3,079245283018868	0,03773584905660377	15,5	0,7219280948873623	0
40	24	3,3219280948873617	2,5669999999999997	13,59	2,564150943396226	0,018867924528301886	0,0	0,0	0
41	6	4,201841232302568	2,5669999999999997	7,109999999999999	2,8171698113207544	0,018867924528301886	0,0	0,0	0
42	48	4,677195059830104	2,752	16,156000000000006	16,765660377358493	0,1320754716981132	38,857142857142854	2,103911803636433	0
43	12	2,8073549220576046	2,5669999999999997	18,017142857142858	2,379622641509434	0,018867924528301886	0,0	0,0	0
44	2	0,0	2,5669999999999997	5,9	0,11132075471698114	0,018867924528301886	0,0	0,0	0
45	108	3,459431618637298	2,5669999999999997	27,91090909090909	5,792830188679246	0,03773584905660377	3,0	0,4394969869215134	0
46	18	0,0	2,5669999999999997	76,5	1,4433962264150944	0,018867924528301886	0,0	0,0	0
47	30	3,25	3,57	25,1	7,577358490566037	0,03773584905660377	60,5	1,0	0
48	48	6,350762174585578	2,5669999999999997	9,972532467532467	28,976792452830196	0,22641509433962265	29,0	2,1504301360322704	0
49	12	2,8073549220576046	2,5669999999999997	21,84857142857143	2,8856603773584903	0,018867924528301886	0,0	0,0	0
50	24	3,584962500721156	2,5669999999999997	11,628333333333332	2,6328301886792453	0,018867924528301886	0,0	0,0	0
51	36	4,700439718141092	2,5669999999999997	15,876153846153848	7,7883018867924525	0,03773584905660377	39,0	0,9828586897127056	0
52	200	2,292481250360578	2,5669999999999997	94,4375	21,382075471698112	0,11320754716981132	23,5	1,5510981710072649	0
53	50	4,169925001442313	2,5669999999999997	13,874444444444444	4,712075471698113	0,018867924528301886	0,0	0,0	0
54	25	4,106603137064473	2,5669999999999997	19,71619047619048	7,812075471698114	0,05660377358490566	38,66666666666666	0,9587118829771318	0
55	36	5,762839050415366	2,5669999999999997	15,065396825396824	17,907924528301887	0,09433962264150944	49,4	1,7745776905222534	0
56	30	3,969815782426811	0,875	24,62705882352941	7,899245283018867	0,05660377358490566	60,66666666666666	1,4958242288403438	0
57	30	6,461251748828068	2,5669999999999997	8,28047619047619	19,685660377358488	0,09433962264150944	53,2	1,9755521212319715	0
58	20	4,169925001442313	2,5669999999999997	17,569444444444443	5,966981132075469	0,03773584905660377	55,5	0,0	0
59	24	3,6402239289418516	2,5669999999999997	23,674	6,700188679245282	0,03773584905660377	109,5	0,5665095065529053	0
60	16	2,0	2,5669999999999997	14,975	1,130188679245283	0,018867924528301886	0,0	0,0	0
61	36	3,0	2,5669999999999997	19,59375	2,9575471698113214	0,018867924528301886	0,0	0,0	0
62	36	6,842600931374912	2,5669999999999997	6,752763157894738	19,366415094339626	0,09433962264150944	52,8	0,0	0
63	12	3,459431618637298	3,57	18,272727272727273	3,7924528301886786	0,018867924528301886	0,0	0,0	0
64	20	3,169925001442312	2,5669999999999997	25,422222222222228	4,316981132075472	0,018867924528301886	0,0	0,0	0
65	25	4,0	2,5669999999999997	12,78125	3,8584905660377364	0,018867924528301886	0,0	0,0	0
