	CustomerID	I	Iu	Imax	E	PIL	Mb	MbPIL	Mt	TsM	TsW	Ts	NbxM	NbxW	MeanD	MaxD	MinD	Etrim	Emonth	Eday_of_week	Ehour
0	17850.0	1707	21	12	4,335643354451753	2,567	156,86029411764704	61,106464401109086	18,20221843003413	410,25	100,62735849056604	5333,250000000008	2,6153846153846154	0,6415094339622641	0,0	0,0	0,0	0,0	0,0	0,845789630193263	2,7163841293745445
1	13047.0	1386	105	32	6,5031115403479145	2,567	356,2322222222222	138,77375232653768	18,97094674556213	246,62230769230771	60,4922641509434	3206,090000000001	0,6923076923076923	0,16981132075471697	35,0	70,0	0,0	2,2264237029378937	2,774573390199246	1,9427637885377385	2,0705155287552146
2	12583.0	4992	113	360	6,504978723856246	2,752	442,96933333333334	160,96269379844964	28,764242424242425	511,11846153846153	125,36867924528302	6644,539999999994	1,1538461538461537	0,2830188679245283	24,266666666666666	72,0	0,0	2,235083561859707	3,2642521172222256	2,3964103912938843	2,395910913484097
3	13748.0	439	24	80	4,494680368408908	2,567	189,64999999999998	73,88001558239188	33,86607142857143	72,94230769230771	17,891509433962266	948,2499999999998	0,38461538461538464	0,09433962264150944	55,4	136,0	0,0	1,1779653169582593	1,1779653169582593	1,1779653169582593	1,3787834934861756
4	15100.0	80	1	32	0,0	2,567	292,0	113,75146084924035	292,0	67,38461538461539	16,528301886792452	876,0	0,23076923076923078	0,05660377358490566	13,0	32,0	0,0	0,9182958340544896	0,9182958340544896	0,9182958340544896	1,584962500721156
5	15291.0	2102	61	144	5,737287322508223	2,567	330,2357142857143	128,6465579609327	45,3264705882353	355,6384615384616	87,23207547169814	4623,300000000002	1,0769230769230769	0,2641509433962264	24,428571428571427	77,0	0,0	1,8908099868306327	2,5437342139051458	2,4973016160711814	2,2417244717659406
6	14688.0	3580	147	120	6,809252287603168	2,567	265,1009523809523	103,27267330773365	17,235665634674927	428,24000000000007	105,04000000000002	5567,119999999997	1,6153846153846154	0,39622641509433965	17,0	48,0	0,0	2,1778431726050482	3,3220701443196052	2,0382459086049685	2,005075410871588
7	17809.0	2017	46	144	5,440223928941851	2,567	445,49250000000006	173,54596805609663	89,09850000000002	411,22384615384624	100,86622641509436	5345,910000000001	0,9230769230769231	0,22641509433962265	29,416666666666668	69,0	0,0	1,940178385820146	2,3966162235535338	1,4832194462630235	1,697329945566676
8	15311.0	37932	567	288	8,65635526211226	2,567	666,5812222222223	259,67324589880104	25,356005917159763	4614,793076923077	1131,9303773584904	59992,31000000012	6,923076923076923	1,6981132075471699	3,588888888888889	21,0	0,0	2,2199808080804218	3,551183980198864	2,4270864818511138	2,4987170295835366
9	16098.0	613	34	50	4,778317922733981	2,567	286,5185714285714	111,61611664533362	29,934776119402986	154,27923076923076	37,84207547169812	2005,6300000000003	0,5384615384615384	0,1320754716981132	40,285714285714285	74,0	0,0	1,7714712899202523	2,7608983656525723	1,3525386751796495	1,8030606987744642
10	18074.0	190	13	48	3,7004397181410926	2,567	489,6	190,72847682119206	37,66153846153846	37,66153846153846	9,237735849056603	489,6	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0,0	0,0
11	17420.0	265	28	24	4,773557262275186	2,567	199,60999999999999	77,76003116478378	19,961000000000002	46,06384615384616	11,29867924528302	598,8300000000002	0,23076923076923078	0,05660377358490566	107,33333333333333	202,0	0,0	1,524097983068835	1,5240979830688353	1,524097983068835	1,524097983068835
12	16029.0	32203	41	2400	4,929618332611109	2,567	969,8974999999997	377,8330736268016	266,9442660550459	4476,45	1097,9971698113206	58193,84999999996	4,615384615384615	1,1320754716981132	5,283333333333333	23,0	0,0	2,2575146952878717	3,416140778272982	2,2733173595975282	2,7273387092277273
13	16250.0	208	22	24	4,418295834054489	2,567	194,72	75,85508375535645	16,226666666666667	29,956923076923076	7,347924528301887	389,44000000000005	0,15384615384615385	0,03773584905660377	56,0	112,0	0,0	0,9798687566511527	0,9798687566511527	0,0	0,9798687566511527
14	12431.0	2855	160	336	7,137368218593862	1,271	421,09933333333333	331,313401521112	27,463000000000008	485,88384615384626	119,17905660377362	6316,489999999998	1,1538461538461537	0,2830188679245283	22,133333333333333	73,0	0,0	2,249442555903868	2,69501342989997	2,331794709014697	2,314157921968748
15	17511.0	63149	452	600	8,429370483490807	2,567	2856,6574193548386	1112,8388856076504	93,315468914647	6812,029230769231	1670,8750943396228	88556,37999999995	2,3846153846153846	0,5849056603773585	11,483870967741936	28,0	0,0	2,240077471435277	3,4543571329426177	1,4318688565725701	2,553374605045805
16	13705.0	363	25	32	4,566108939837481	2,567	237,28666666666666	92,43734579924684	25,423571428571428	54,75846153846154	13,431320754716982	711,8600000000001	0,23076923076923078	0,05660377358490566	121,66666666666667	228,0	0,0	1,5600508789044927	0,9666186325481028	1,5600508789044927	1,5600508789044927
17	13747.0	8	1	8	0,0	2,567	79,6	31,00895987534086	79,6	6,123076923076923	1,50188679245283	79,6	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0,0	0,0
18	13408.0	16172	233	192	7,571948778318592	2,567	452,29096774193533	176,19437777247188	58,9118487394958	2157,08	529,0950943396226	28042,039999999983	4,769230769230769	1,169811320754717	5,693548387096774	22,0	0,0	2,228781819324775	3,49850675292873	2,3432604335115648	2,872226893141319
19	13767.0	7311	54	288	5,1975687921995375	2,567	464,5381081081081	180,9653712926015	46,83354223433243	1322,146923076923	324,30018867924525	17187,910000000007	2,8461538461538463	0,6981132075471698	9,594594594594595	37,0	0,0	2,2004299385418533	3,2515692642661342	2,492472953924239	3,068967277208691
20	17924.0	1160	26	120	4,607264455478377	2,567	423,2142857142858	164,86727141187603	95,56451612903228	227,88461538461544	55,896226415094354	2962,5000000000005	0,5384615384615384	0,1320754716981132	51,42857142857143	233,0	0,0	0,547553154980007	0,9912513992084371	0,547553154980007	1,4230508182065014
21	13448.0	1639	137	48	6,962312109983489	2,567	578,1033333333334	225,20581742630827	18,065729166666667	266,81692307692305	65,4456603773585	3468,620000000002	0,46153846153846156	0,11320754716981132	59,166666666666664	145,0	0,0	1,8376627135504748	1,8376627135504746	1,7630212422794587	1,4663724698858376
22	15862.0	585	142	108	7,126509844821638	2,567	208,21999999999997	81,11414102064666	5,665850340136054	64,06769230769231	15,714716981132076	832,88	0,3076923076923077	0,07547169811320754	91,0	169,0	0,0	1,776452498890824	1,0341770898023015	1,3414714773398893	1,7764524988908241
