	Imax	E	PIL	Mt	TsM	TsW	NbxM	NbxW	MeanD	Etrim	Emonth	Eday_of_week	Ehour	class
0	12	2,8073549220576046	2,5669999999999997	15,26142857142857	8,217692307692307	2,0156603773584907	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
1	12	7,102440587941473	2,5669999999999997	3,5737912087912087	50,033076923076926	12,272264150943398	0,3076923076923077	0,07547169811320754	55,5	1,5703827177847467	1,5703827177847467	1,5703827177847467	1,5703827177847467	0
2	24	3,0	2,5669999999999997	13,7975	8,49076923076923	2,0826415094339623	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
3	6	3,9068905956085183	2,5669999999999997	4,162	4,802307692307692	1,1779245283018869	0,2307692307692308	0,05660377358490566	0,3333333333333333	0,0	0,0	0,35335933502142136	0,35335933502142136	0
4	48	6,984209816979995	2,5669999999999997	8,364100418410041	153,77076923076922	37,71735849056604	0,8461538461538461	0,2075471698113208	24,45454545454545	1,8262203643246824	2,8941698384924304	1,8786203250115652	2,382467081290794	0
5	11	3,169925001442312	2,5669999999999997	12,611111111111107	8,73076923076923	2,141509433962264	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
6	10	6,0362384441891095	2,5669999999999997	2,6917910447761195	13,873076923076924	3,4028301886792462	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
7	24	6,534789860814681	2,5669999999999997	6,706160000000001	64,48230769230769	15,816415094339623	0,3076923076923077	0,07547169811320754	77,0	1,3408780764438806	1,7575457187402692	1,7575457187402692	1,7575457187402692	0
8	36	3,459431618637298	2,5669999999999997	17,76	15,027692307692305	3,686037735849057	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
9	25	3,9068905956085183	2,5669999999999997	12,683333333333335	14,634615384615385	3,5896226415094343	0,15384615384615385	0,03773584905660377	65,5	0,9709505944546686	0,9709505944546686	0,9709505944546686	0,0	0
10	12	4,8365916681089764	2,5669999999999997	11,708888888888886	32,424615384615386	7,953207547169812	0,15384615384615385	0,03773584905660377	5,5	0,0	0,997772472089982	0,997772472089982	0,0	0
11	72	4,306256857196538	2,5669999999999997	28,051034482758627	62,575384615384635	15,34867924528302	0,3076923076923077	0,07547169811320754	56,0	1,8962459809230643	1,8962459809230643	1,8962459809230643	0,9784493292686188	0
12	12	2,0	2,5669999999999997	11,4	3,5076923076923068	0,8603773584905658	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
13	24	4,6153115322251015	2,5669999999999997	22,87825	70,39461538461539	17,266603773584908	0,3076923076923077	0,07547169811320754	25,25	0,9837082626231856	1,90887184844536	1,5588718484453603	1,90887184844536	0
14	20	5,447408651885228	2,5669999999999997	3,4204444444444446	11,840000000000002	2,904150943396227	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
15	12	1,0	2,5669999999999997	59,40000000000001	9,138461538461538	2,2415094339622645	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
16	24	4,677687812691548	2,5669999999999997	15,276031746031745	74,03	18,15830188679245	0,4615384615384616	0,11320754716981132	58,0	1,9683722283282608	2,528439093648012	2,1982085110890583	1,7757563652497041	0
17	36	3,0957952550009344	2,5669999999999997	18,96636363636364	16,048461538461535	3,936415094339622	0,15384615384615385	0,03773584905660377	64,5	0,9940302114769564	0,9940302114769564	0,9940302114769564	0,9940302114769564	0
18	48	1,0	2,5669999999999997	19,56	3,0092307692307685	0,7381132075471698	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
19	36	6,5930692077718795	2,5669999999999997	2,4325	20,956923076923076	5,140377358490567	0,15384615384615385	0,03773584905660377	5,0	0,0	0,9997699662429028	0,9997699662429028	0,9997699662429028	0
20	36	1,0	2,5669999999999997	38,75000000000001	5,961538461538463	1,4622641509433965	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
21	36	4,08746284125034	2,5669999999999997	14,697647058823529	19,22	4,71433962264151	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
22	50	0,0	2,5669999999999997	207,50000000000003	15,961538461538465	3,915094339622642	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
23	25	6,044394119358463	2,5669999999999997	3,18651515151515	16,177692307692304	3,968113207547169	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
24	24	1,584962500721156	2,5669999999999997	43,25	9,98076923076923	2,44811320754717	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
25	48	4,789015477886192	2,5669999999999997	6,0437931034482775	13,482307692307694	3,306981132075472	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
26	24	4,0	2,5669999999999997	15,235	18,750769230769233	4,599245283018868	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
27	48	0,0	2,5669999999999997	204,0	15,692307692307693	3,849056603773585	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
28	24	3,4182958340544887	2,5669999999999997	14,478333333333332	13,364615384615385	3,27811320754717	0,2307692307692308	0,05660377358490566	85,33333333333333	1,4591479170272446	1,4591479170272446	1,4591479170272448	1,4591479170272448	0
29	25	8,244734191578036	2,5669999999999997	3,809611021069692	180,81	44,34962264150943	0,7692307692307693	0,18867924528301888	28,9	1,5962406391640864	2,566423515980393	0,8391589714187189	2,305810852810084	0
30	50	4,12323142879762	2,5669999999999997	22,69433333333333	52,37153846153846	12,845849056603774	0,3076923076923077	0,07547169811320754	85,25	1,4746786893334003	1,4746786893334003	0,7219280948873623	1,647920441765809	0
31	12	4,39231742277876	2,5669999999999997	22,708571428571428	36,68307692307693	8,997735849056605	0,2307692307692308	0,05660377358490566	98,0	1,1657840518150733	1,1657840518150733	1,1657840518150733	1,1657840518150733	0
32	24	4,651084443403434	2,5669999999999997	16,388965517241378	36,56	8,96754716981132	0,2307692307692308	0,05660377358490566	57,66666666666666	0,9784493292686188	1,4398683625590178	1,4398683625590178	1,4398683625590178	0
33	24	5,5235619560570095	2,5669999999999997	2,6093478260869567	9,233076923076924	2,264716981132076	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
34	6	2,8073549220576046	2,5669999999999997	19,635714285714286	10,573076923076922	2,593396226415094	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
35	48	4,501629167387824	2,5669999999999997	15,120833333333332	27,915384615384607	6,847169811320755	0,2307692307692308	0,05660377358490566	21,0	0,99498482818597	0,99498482818597	0,9798687566511528	1,1964209471916636	0
36	12	2,8073549220576046	2,5669999999999997	21,792857142857148	11,734615384615385	2,878301886792453	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
37	36	2,5849625007211556	2,5669999999999997	32,940000000000005	15,203076923076924	3,729056603773585	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
38	24	3,773557262275185	2,752	15,74533333333333	18,167692307692302	4,4562264150943385	0,15384615384615385	0,03773584905660377	91,0	0,9709505944546686	0,9709505944546686	0,0	0,9709505944546686	0
39	48	6,227370076283628	2,5669999999999997	3,410919540229885	22,82692307692308	5,599056603773584	0,15384615384615385	0,03773584905660377	79,5	0,9838333347337012	0,9838333347337012	0,9838333347337012	0,9838333347337012	0
40	48	6,083127836047135	2,5669999999999997	14,137441860465113	93,52461538461536	22,939999999999994	0,7692307692307693	0,18867924528301888	31,5	1,8250571363342345	2,6657857874527986	1,8994490060617144	2,4710807086700277	0
41	100	3,375	2,5669999999999997	43,0925	53,036923076923074	13,009056603773587	0,2307692307692308	0,05660377358490566	67,66666666666667	1,4056390622295662	1,4056390622295662	1,0	0,5435644431995964	0
42	30	5,9785687620387185	2,5669999999999997	7,793690476190478	50,359230769230784	12,352264150943398	0,3076923076923077	0,07547169811320754	54,0	1,9599194575374377	1,9599194575374377	0,9963165195589619	1,9599194575374372	0
43	24	4,653495561774943	2,5669999999999997	15,925294117647054	41,65076923076923	10,216226415094338	0,2307692307692308	0,05660377358490566	22,0	0,9774178175281716	1,383099991189334	1,383099991189334	1,383099991189334	0
44	288	3,7020304355826466	2,5669999999999997	46,0741304347826	163,03153846153842	39,9888679245283	0,7692307692307693	0,18867924528301888	34,0	2,1802913051478643	3,2158450447869886	1,8475508957158702	2,5120095708382033	0
45	24	5,9296020610712326	2,5669999999999997	17,426062992125985	170,23923076923074	41,75679245283018	0,9230769230769232	0,22641509433962265	29,91666666666667	2,0985416028947803	2,847418803229353	2,3745425082717304	2,737842013568293	0
46	12	4,247927513443588	2,5669999999999997	20,448421052631574	29,88615384615385	7,3305660377358475	0,15384615384615385	0,03773584905660377	129,0	0,7424875695421236	0,7424875695421236	0,7424875695421236	0,7424875695421236	0
47	20	1,584962500721156	0,262	34,666666666666664	8,0	1,962264150943396	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
48	16	5,640223928941849	2,5669999999999997	4,162	19,209230769230768	4,7116981132075475	0,15384615384615385	0,03773584905660377	21,5	0,0	0,960362270315478	0,960362270315478	0,960362270315478	0
49	24	5,594672032363182	2,5669999999999997	8,699264705882355	45,50384615384616	11,161320754716982	0,3076923076923077	0,07547169811320754	45,75	1,4104479239185466	1,92117107051502	1,4950663496949408	0,9843432030984678	0
50	24	1,0	2,5669999999999997	57,3	8,815384615384616	2,1622641509433964	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
51	18	5,3289955584009245	2,5669999999999997	8,09142857142857	30,498461538461534	7,4807547169811315	0,15384615384615385	0,03773584905660377	15,5	0,0	0,9755259511264972	0,9755259511264972	0,9755259511264972	0
52	7	4,700439718141092	2,5669999999999997	2,837692307692308	5,675384615384616	1,3920754716981132	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
53	48	4,85216872360328	2,5669999999999997	13,912352941176472	36,38615384615385	8,924905660377359	0,2307692307692308	0,05660377358490566	55,0	0,7871265862012691	1,5387244077462792	0,7871265862012691	1,5387244077462792	0
54	16	2,5849625007211556	2,5669999999999997	18,063333333333333	8,336923076923076	2,0449056603773585	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
55	108	5,8941500676062635	2,5669999999999997	14,065882352941179	110,36307692307696	27,07018867924529	0,4615384615384616	0,11320754716981132	55,5	2,2727464443487015	2,49973450950269	1,6458234136798853	2,1798388782446176	0
56	24	4,39231742277876	2,5669999999999997	6,584761904761906	10,636923076923075	2,6090566037735847	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
57	36	5,299269702741468	2,5669999999999997	7,419787234042554	26,82538461538461	6,579811320754717	0,2307692307692308	0,05660377358490566	38,0	0,6581912658132185	0,6581912658132185	0,6581912658132185	1,1166446585510768	0
58	12	3,0	2,5669999999999997	19,08125	11,742307692307694	2,880188679245283	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
59	48	0,0	2,5669999999999997	178,20000000000005	54,83076923076924	13,449056603773586	0,3076923076923077	0,07547169811320754	22,0	0,8112781244591328	1,5	1,5	2,0	0
60	25	3,7004397181410926	2,5669999999999997	17,37307692307692	17,37307692307692	4,261320754716982	0,15384615384615385	0,03773584905660377	0,5	0,0	0,0	0,3912435636292557	0,3912435636292557	0
61	72	6,763177895342849	2,5669999999999997	15,104	127,80307692307692	31,347924528301892	0,6153846153846154	0,1509433962264151	29,75	1,4793019864045978	2,36524547484612	2,1564397732493275	2,0288233830447733	0
62	120	5,417723349888292	2,5669999999999997	5,994181818181818	25,36	6,220377358490566	0,15384615384615385	0,03773584905660377	52,5	0,9805974409917272	0,9805974409917272	0,0	0,9805974409917272	0
63	36	2,0	2,5669999999999997	28,41	8,741538461538461	2,1441509433962262	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
64	8	2,0	0,027000000000000003	22,25	6,846153846153847	1,6792452830188682	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
65	20	2,5849625007211556	2,5669999999999997	18,74333333333333	8,65076923076923	2,12188679245283	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
66	20	5,810672622327237	2,5669999999999997	10,996891891891892	62,597692307692306	15,354150943396228	0,3076923076923077	0,07547169811320754	74,5	0,7273006785144038	1,959766871495361	1,4348365933393439	1,516483128539421	0
67	32	5,748472318416495	2,5669999999999997	17,202741935483868	82,04384615384612	20,123962264150933	0,4615384615384616	0,11320754716981132	32,333333333333336	1,3755666188907592	2,05149806591962	1,7889866269724168	2,0106775417511207	0
68	24	5,090032776601484	2,5669999999999997	6,321578947368421	18,478461538461534	4,532452830188679	0,15384615384615385	0,03773584905660377	157,5	0,9268190639645772	0,9268190639645772	0,0	0,0	0
69	25	6,1256171310811345	2,5669999999999997	6,62029411764706	51,94384615384617	12,740943396226418	0,2307692307692308	0,05660377358490566	60,33333333333334	1,4683336909387814	1,4683336909387814	0,9081783472997051	1,4683336909387814	0
70	108	3,459431618637298	2,5669999999999997	27,91090909090909	23,61692307692308	5,792830188679246	0,15384615384615385	0,03773584905660377	3,0	0,0	0,0	0,4394969869215134	0,4394969869215134	0
71	36	4,720049960644813	2,5669999999999997	21,753103448275862	48,52615384615385	11,902641509433966	0,2307692307692308	0,05660377358490566	41,333333333333336	0,9784493292686188	0,9784493292686188	1,3839122630553031	0,9784493292686188	0
72	6	4,88968018135462	2,5669999999999997	4,388387096774194	10,464615384615383	2,5667924528301884	0,07692307692307693	0,018867924528301886	0,0	0,0	0,0	0,0	0,0	0
73	48	4,459431618637295	2,5669999999999997	8,573181818181816	14,508461538461535	3,5586792452830185	0,15384615384615385	0,03773584905660377	0,0	0,0	0,0	0,0	0,0	0
